model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes
gemma3:4b,CAO5848,S,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.1}",1.93,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 27 January 2022, Boko Haram (JAS) fighters looted OuroDole neighborhood of Amchide town, Kolofata subdivision (Mayo-Sava, Extreme-Nord). They took away two motorbikes and other goods and valuables."
gemma3:4b,CAO9797,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.86,Military Forces of Cameroon (1982-),"On 16 November 2022, military forces, during an operation, shot and injured a Ambazonian Separatists at a checkpoint in Agyati, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). The man escaped with his colleague who were at the checkpoint together."
gemma3:4b,CAO15637,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",2.18,Ambazonian Separatists (Cameroon),"On 24 September 2024, Ambazonian Separatists beat and injured 4 commercial motorbike riders at an illegal checkpoint along the Konda - Njwo road in Konda, Njikwa commune (Mbengwi, Momo, Nord-Ouest). The Separatists looted 2 motorbikes."
gemma3:4b,CAO4139,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.31,Military Forces of Cameroon (1982-),"On 8 November 2020, the military forces raided Luh village, in Ndu subdivision (Donga-Mantung, Nord-Ouest), killing two civilians including a driver and a bike taxi driver."
gemma3:4b,CAO15607,B,B,0.85,"{""V"": 0.05, ""B"": 0.35, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.47}",1.43,Military Forces of Cameroon (1982-),"On 21 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists at an illegal checkpoint along the Wum - Bafut in Lower Bafut, near Bafut (Bafut, Mezam, Nord-Ouest). Casualties unknown. The fighting caused the temporary displacement of civilians to nearby bushes. Some civilians returned to their homes after the gunfire ceased."
gemma3:4b,CAO4930,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",1.36,Ambazonian Separatists (Cameroon),"On 21 November 2020, Ambazonian separatists kidnapped a retired military officer from his home in Mankon town, Bamenda 2 subdivision (Bamenda - Mankon, Mezam, Nord-Ouest)."
gemma3:4b,CAO13819,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.42,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 24 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and arrested 2 family members of a suspected Ambazonian Separatist commander known as 'J Boy' in Kurowan, coded to Korube (Batibo, Momo, Nord-Ouest). The soldiers had targeted the commander, who was not home during their military operation."
gemma3:4b,CAO9958,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.85,Ambazonian Separatists (Cameroon),"On 3 May 2021, Ambazonian Separatists clashed with state forces, coded as military, at Kombone Mission (Meme, Sud-Ouest). There were no fatalities."
gemma3:4b,CAO4946,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.31,Ambazonian Separatists (Cameroon),"On 13 January 2021, Ambazonian separatists kidnapped a truck driver and his assistant in Bukow village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest)."
gemma3:4b,CAO3184,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.3,Ambazonian Separatists (Cameroon),"On 15 April 2020, Ambazonian separatists engaged in fire fights with military forces in Bafut town, Bamenda subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported."
gemma3:4b,CAO11443,B,B,0.85,"{""V"": 0.05, ""B"": 0.3, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.52}",1.38,Military Forces of Cameroon (1982-),"On 4 July 2023, state security forces, coded as military forces, who were on transit, clashed with Ambazonian Separatists from the Bui Unity Warriors faction at the separatists' checkpoint in Kimah, coded to Jakiri (Bui, Nord-Ouest). Casualties are unknown."
gemma3:4b,CAO6608,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.49,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 2 September 2022, Cameroonian military forces (BIR) clashed with suspected Boko Haram (JAS) (likely) fighters in Kolofata (Kolofata, Mayo-Sava, Extreme-Nord) leading to 1 wounded soldier. The armed fighters tried to steal livestock when the military forces intervened."
gemma3:4b,CAO10023,B,B,0.85,"{""V"": 0.05, ""B"": 0.65, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.84,Military Forces of Cameroon (1982-),"On 7 February 2023, military forces based on a tip-off attacked and engaged Ambazonian Separatists in an armed clash at an illegal vehicle checkpoint in Achang (Ngie, Momo, Nord-Ouest). The clash lasted for close to 2 hours 30 minutes, two separatists were killed and an unspecified number of soldiers were wounded."
gemma3:4b,CAO8557,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.37,Ambazonian Separatists (Cameroon),"Around 16 February 2024 (as reported), Ambazonian Separatists clashed with the military forces around Mamfe (Mamfe, Manyu, Sud-Ouest). With 4 total fatalities, fatalities split across three events. No information on the injuries."
gemma3:4b,CAO5541,B,V,0.85,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.4,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 1 October 2021, the army's rapid intervention force attacked a Boko Haram camp in Kerawa village, Kolofata subdivision (Mayo-Sava, Extreme-Nord), killing several fighters. Unknown fatalities coded as 3."
gemma3:4b,CAO15043,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.36,Military Forces of Cameroon (1982-) Gendarmerie,"Other: On 31 July 2024, a Gendarmerie patrol team fired sporadic gunshots in Kakar (Ndu, Donga-Mantung, Nord-Ouest) for an unknown reason."
gemma3:4b,CAO2818,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.9,Military Forces of Cameroon (1982-),"On 9 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in the village of Awing, in Santa subdivision (Mezam, Nord-Ouest). They reportedly burnt houses and killed one civilian and two separatists. (Total of 3 fatalities)."
gemma3:4b,CAO11112,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.32,Ambazonian Separatists (Cameroon),"Looting: On 2 February 2024, Ambazonian Separatists extorted money and food items from business persons at the market square in Lassin (Noni, Bui, Nord-Ouest)."
gemma3:4b,CAO11775,S,P,0.85,"{""V"": 0.05, ""B"": 0.1, ""E"": 0.02, ""P"": 0.73, ""R"": 0.02, ""S"": 0.02}",1.36,Ambazonian Separatists (Cameroon),"Non-violent activity: On 18 July 2023, Ambazonian Separatists warned truck drivers not to place loads in Ngarum (Donga-Mantung, Nord-Ouest) unless they paid 150,000 francs and registered their vehicles with them."
gemma3:4b,CAO6097,B,B,0.85,"{""V"": 0.05, ""B"": 0.35, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.47}",1.41,Ambazonian Separatists (Cameroon),"On 24 May 2022, Cameroonian military forces clashed with Ambazonian separatist fighters, Bui Warriors around Yelim near Kumbo (Kumbo, Bui, Nord-Ouest) leading to the death of a separatist commander."
gemma3:4b,CAO3624,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.33,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Around 30 August 2020 (as reported), Boko Haram attacked Makoulahe village, in Mora subdivision (Mayo-Sava, Extreme-Nord). They looted houses and injured 2 women."
gemma3:4b,CAO15037,S,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.51,Military Forces of Cameroon (1982-),"Property destruction: On 24 July 2024, the security forces, coded as the military forces set fire to a civilian commercial facility in Jinkfuin, Belo district (Tubah, Mezam, Nord-Ouest). The military forces accused the owner of supplying items to Ambazonian Separatists."
gemma3:4b,CAO4239,B,V,0.85,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.2}",1.87,Military Forces of Cameroon (1982-),"On 24 December 2020, the military forces repelled an attack of Boko Haram in Makoulahe village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing one assailant."
gemma3:4b,CAO10480,S,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.32,Military Forces of Cameroon (1982-),"Property destruction: On 20 March 2023, state security forces, coded as military forces, alongside some local authorities (mayor) destroyed and set several civilian houses ablaze at Mbankah quarters (Ngo-Ketunjia, Nord-Ouest). The mayor accused some civilians of working with Ambazonian Separatists and threatened to destroy all the properties owned by separatists in the area."
gemma3:4b,CAO10613,S,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",1.49,Ambazonian Separatists (Cameroon),"Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him."
gemma3:4b,CAO14213,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.43,Military Forces of Cameroon (1982-),"On 30 April 2024, the military forces arrested 46 civilians (34 male and 12 female) from their private residence during a raid in Bai Kuke (Mbonge, Meme, Sud-Ouest). The reasons for the arrest were unknown."
gemma3:4b,CAO10471,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.47,Military Forces of Cameroon (1982-),"On 22 March 2023, state security forces, coded as military forces, beat up civilians and broke into homes where they looted properties in Ngomgham Mankon, coded to Ntarinkon (Bamenda - Mankon, Mezam, Nord-Ouest). They also harrassed civilians, the attack was after separatists attacked their position in the area and engaged them in an armed clash (coded separately). No information on injuries."
gemma3:4b,CAO2846,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.45,Military Forces of Cameroon (1982-),"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters."
gemma3:4b,CAO15945,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.42,Ambazonian Separatists (Cameroon),"On 17 October 2024, Ambazonian Separatists abducted 2 civilians during a Church service in Bonambufei (Ngie, Momo, Nord-Ouest). The Separatists accused the pastor of collaborating with the military forces. The victims were released after paying an unknown amount of money."
gemma3:4b,CAO10901,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.42,Military Forces of Cameroon (1982-),"Other: On 28 December 2023, the military forces fired several gunshots to the air at the market square in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) after they were informed about the presence of Ambazonian Separatists."
gemma3:4b,CAO12528,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.38,Military Forces of Cameroon (1982-),"Other: On 29 September 2022, state security forces (coded as military) fired gunshots in the air in Kumbo (Bui, Nord-Ouest), which prompted businesses to close. The gunshots came after they were made aware of the presence of Ambazonian Separatists carrying out march rehearsals in anticipation of their Independence Day on 1 October."
gemma3:4b,CAO11666,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.43,Military Forces of Cameroon (1982-),"Other: On 14 June 2023, state security forces (coded as military) fired shots to the air in Ndu commune, coded to Ndu (Donga-Mantung, Nord-Ouest), to scare Ambazonian Separatists from implementing a one-day lockdown in the area."
gemma3:4b,CAO5899,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.08, ""P"": 0.02, ""R"": 0.03, ""S"": 0.41}",1.35,MNJTF: Multinational Joint Task Force,"On 10 March 2022, Cameroonian soldiers, as part of the MNJTF intercepted and killed more than twenty Boko Haram (JAS) (likely) militants in Amchide (Kolofata, Mayo-Sava)."
gemma3:4b,CAO10757,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.28,Ambazonian Separatists (Cameroon),"Other: On 3 June 2023, Ambazonian Separatists fired shots into the air in Bongom (Donga-Mantung, Nord-Ouest) to test their newly acquired weapons. The villagers fled and then returned after they learned that the separatists were testing their new weapons."
gemma3:4b,CAO10806,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.38,Military Forces of Cameroon (1982-),"On 28 December 2023, the military forces ambushed and killed three Ambazonian Separatists from the Restoration Forces operatives at their hideout in Aassaka (Akwaya, Manyu, Sud-Ouest) while about seven of the operatives escaped but sustained life-threatening injuries."
gemma3:4b,CAO14355,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.32,Ambazonian Separatists (Cameroon),"On 8 May 2024, Ambazonian Separatists abducted a ship owner alongside two skippers after intercepting 2 ships in the Cameroon-Nigeria waterway in Mabeta (Limbe 3, Fako, Sud-Ouest). The militants later released the men after they paid the sum of approximately 700,000 Franc CFA."
gemma3:4b,CAO8747,S,V,0.95,"{""V"": 0.65, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.44,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 30 March 2024 (as reported), Boko Haram (JAS) (likely) militants looted food items and clothing from civilians in Locktcha, coded to Tourou (Mokolo, Mayo-Tsanaga, Extreme-Nord)."
gemma3:4b,CAO14510,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.5,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 August 2024, Boko Haram (JAS) (likely) militants abducted 2 farmers from their fields in Alagarno (Kolofata, Mayo-Sava, Extreme-Nord). They were later released for an unknown reason."
gemma3:4b,CAO3261,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.38,Ambazonian Separatists (Cameroon),"On 10 May 2020, suspected Ambazonian separatists killed one person in Bakebe village, Mamfe subdivision (Manyu, Sud-Ouest)."
gemma3:4b,CAO4532,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.35}",1.33,Ambazonian Separatists (Cameroon),"On 6 April 2021, suspected Ambazonian separatists kidnapped the head of the local National Committee on Disarmament, Demobilization and Reintegration in Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest)."
gemma3:4b,CAO7298,V,V,0.85,"{""V"": 0.45, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.25}",1.42,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 15 May 2023, ISWAP or Boko Haram militants abducted 2 herders in Zigague (Waza, Logone-et-Chari, Extreme-Nord) and stole a head of oxen. The herders and the oxen were freed when the militants spotted the security forces who had been following them."
gemma3:4b,CAO11856,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.34,Ambazonian Separatists (Cameroon),"On 8 September 2023, an Ambazonian Separatist shot and injured a male civilian in Bali (Mezam, Nord-Ouest), accusing him of not supporting the two-week lockdown against school resumption."
gemma3:4b,CAO11447,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.43,Military Forces of Cameroon (1982-),"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area."
gemma3:4b,CAO11732,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.38,Military Forces of Cameroon (1982-),"On 12 July 2023, state security forces (coded as military) arrested 27 men from their homes in Fekeng (Bui, Nord-Ouest) whom they accused of collaborating with Ambazonian Separatists. They were released 24 hours later after paying 30,000frs each."
gemma3:4b,CAO5007,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.32,Military Forces of Cameroon (1982-),"On 5 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest). One civilian was injured by a stray bullet."
gemma3:4b,CAO12517,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.37,Military Forces of Cameroon (1982-),"On 7 June 2023, state security forces (coded as military) dressed as civilians apprehended an Ambazonian Separatist at a funeral at a home in Batibo (Momo, Nord-Ouest). Another Separatist escaped. There were no fatalities."
gemma3:4b,CAO8266,B,V,0.85,"{""V"": 0.45, ""B"": 0.1, ""E"": 0.05, ""P"": 0.15, ""R"": 0.05, ""S"": 0.2}",1.33,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 December 2023, Boko Haram militants [JAS faction] ambushed military forces in Moundou, in the Double-Limani area, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 soldiers were killed and 2 others were wounded. The militants stole 2 motorbikes and the rifles from the killed soldiers."
gemma3:4b,CAO11956,B,B,0.85,"{""V"": 0.05, ""B"": 0.35, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.47}",1.33,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 October 2023, military forces from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Ngarum (Donga-Mantung, Nord-Ouest). There were no casualties."
gemma3:4b,CAO14297,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.13}",1.47,Military Forces of Cameroon (1982-) Gendarmerie,"On 1 June 2024, a gendarmerie officer beat and injured 1 civilian at a public commercial facility in Boffe, coded to Widikum (Widikum, Momo, Nord-Ouest). No further information."
gemma3:4b,CAO3310,V,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.41}",1.37,Military Forces of Cameroon (1982-),"On 28 May 2020, military forces killed four people suspected to be armed bandits in Bonduma neighbourhood of Buea town (Fako, Sud-Ouest). Residents say the victims were not armed."
gemma3:4b,CAO13904,B,B,0.85,"{""V"": 0.05, ""B"": 0.35, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.47}",1.37,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 9 July 2024, the military forces from the Rapid Intervention clashed with Boko Haram (JAS) (likely) militants in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). 2 militants were killed. The military forces recovered an AK47. The militants had stolen a bicycle but the military forces recovered it and returned to its owner."
gemma3:4b,CAO14511,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.41,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 19 August 2024, ISWAP or Boko Haram militants abducted more than 5 fishers in Mbourdas (Mourdas) (Hile-Alifa, Logone-et-Chari, Extreme-Nord). The militants looted money from fishers. The abductees were released after a ransom fee was paid."
gemma3:4b,CAO9554,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.42,Ambazonian Separatists (Cameroon),"On 22 October 2022, Ambazonian Separatists from the Bui Unity Warriors ambushed and attacked military forces in Tobin (Bui, Nord-Ouest). 1 soldier was killed. Before the Separatists retreated, they hoisted a flag in one of the military buildings in the area."
gemma3:4b,CAO10284,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.1, ""P"": 0.1, ""R"": 0.1, ""S"": 0.15}",1.37,Ambazonian Separatists (Cameroon),"On 17 October 2022, suspected Ambazonian Separatists, killed a civilian woman, cutting off her breast, and dumped her body in a dump along the Bambili-Babanki road, coded to Bambili (Tubah, Mezam, Nord-Ouest)."
gemma3:4b,CAO12293,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.49,Military Forces of Cameroon (1982-) Gendarmerie,"On 17 September 2023, Gendarmerie forces, shot and killed an Ambazonian Separatist on the road in Bambui (Tubah, Mezam, Nord-Ouest). The Separatist had been attacked by a resident mob for extorting money from civilians before he was handed over to the Gendarmerie forces."
gemma3:4b,CAO3901,S,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.38,Military Forces of Cameroon (1982-),"On 17 September 2020, the security forces (assumed Military Forces) arrested 'scores' of civilians during a raid in Bakweri town (Fako, Sud-Ouest)."
gemma3:4b,CAO6445,B,V,0.85,"{""V"": 0.45, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.3}",1.47,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 25 September 2021, ISWAP or Boko Haram fighters ambushed the Cameroonian military camp in Sagme (Makary, Logone-et-Chari, Extreme-Nord) leading to the death of 2. The fighters stole weapons and ammunition and burnt the camp and military vehicles."
gemma3:4b,CAO5330,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.1, ""P"": 0.15, ""R"": 0.1, ""S"": 0.15}",1.35,Military Forces of Cameroon (1982-),"Around 22 July 2021 (week of), the military forces shot and killed a student in Bambili village, Tubah subdivision (Mezam, Nord-Ouest)."
gemma3:4b,CAO7711,V,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",1.34,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 24 August 2023, Around 24 August 2023, Boko Haram (JAS) (likely) militants attacked villagers in Mahoula (Mora, Mayo-Sava, Extreme-Nord). Casualties unknown."
gemma3:4b,CAO3378,B,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.15}",1.32,Military Forces of Cameroon (1982-),"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Pinyin (Mezam, Nord-Ouest). Fatalities split between five events."
gemma3:4b,CAO3105,B,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.2}",1.31,Ambazonian Separatists (Cameroon),"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest)."
gemma3:4b,CAO13417,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.1}",1.96,Ambazonian Separatists (Cameroon),"On 9 April 2024, Ambazonian Separatists from the Restoration Forces faction abducted 9 civilians from their private residences in Kombone (Kumba 1, Meme, Sud-Ouest). The Separatists looted their mobile phones and other valuables. The Separatists accused the civilians of communicating with the military forces."
gemma3:4b,CAO13748,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.35,Military Forces of Cameroon (1982-),"On 31 May 2024, the military forces severely beat a civilian at a checkpoint in Ashing (Belo, Boyo, Nord-Ouest) for an unknown reason. There were no fatalities. The civilian was traveling to sell flowers at graduation when he was stopped and taken to a nearby house by the soldiers. He was taken to the Kikwini hospital for treatment."
gemma3:4b,CAO6334,B,B,0.85,"{""V"": 0.05, ""B"": 0.55, ""E"": 0.08, ""P"": 0.03, ""R"": 0.02, ""S"": 0.27}",1.34,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"Around 31 July 2022, the Cameroonian military forces (Rapid Intervention) killed a Boko Haram (JAS) fighter along the Amchide - Kolofata road, coded to Amchide (Kolofata, Mayo-Sava, Extreme-Nord)"
gemma3:4b,CAO13234,V,V,0.95,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.02, ""P"": 0.1, ""R"": 0.15, ""S"": 0.23}",1.44,Ambazonian Separatists (Cameroon),"On 27 March 2024, Ambazonian Separatists abducted 6 civilians onboard a commercial vehicle at an illegal checkpoint in Sabga (Tubah, Mezam, Nord-Ouest) and took them to their hideout along with the vehicle. The civilians were released the following morning after the Separatists collected their phones and money. The Separatists kept the vehicle and demanded one million Franc CFA from the driver before the release of his vehicle."
gemma3:4b,CAO11338,V,V,0.95,"{""V"": 0.55, ""B"": 0.05, ""E"": 0.05, ""P"": 0.1, ""R"": 0.15, ""S"": 0.1}",1.88,Ambazonian Separatists (Cameroon),"On 16 December 2023, Ambazonian Separatists physically assaulted a business man at the roadside and collected 2 million Francs CFA from the individual before escaping on a motorcycle in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest). No information on injuries."
gemma3:4b,CAO7902,R,V,0.85,"{""V"": 0.45, ""B"": 0.05, ""E"": 0.1, ""P"": 0.05, ""R"": 0.1, ""S"": 0.25}",1.47,Rioters (Cameroon),"On 6 October 2023, Kotoko farmers clashed with the Araba Choa herders in Makary (Makary, Logone-et-Chari, Extreme-Nord). 1 civilian was killed and 4 others were injured."
