model,event_id,true_label,pred_label,pred_conf,logits,notes,latency_sec,actor_norm
conflibert_finetuned_fewshot_v1,CAO2847,V,B,0.19794537127017975,"[0.19794537127017975, 0.18099865317344666, 0.18227127194404602, 0.13618052005767822, 0.1422644704580307, 0.16033969819545746]","Around 15 January 2020 (week of), military forces attacked the villages of Bua Bua, Kichowi, Mulung, Ngunakimbi and Su-bum in Bum subdivision (Boyo, Nord-Ouest) [coded: Bum]. 8 people were killed in Bua Bua; 2 people were killed and 17 houses burnt in Ngunakimbi; 3 people were killed and burnt over 34 houses burnt in Su-bum. 70 houses and 76 houses were also burnt in Kichowi and Mulung, respectively. 13 fatalies.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6127,B,E,0.29455995559692383,"[0.1597198247909546, 0.29455995559692383, 0.13775084912776947, 0.1437941938638687, 0.13556388020515442, 0.1286112368106842]","On 29 May 2022, Ambazonia separatists attacked the villages of Obonyi I, II, III, coded to Obonyi I (Akwaya, Manyu, Sud-Ouest) and Kajifu. The population of Obonyi fought back. The clashes resulted in 17 people killed and 65 injured. Fatalities split across two events coded to 9.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO7132,B,E,0.20442205667495728,"[0.1944003403186798, 0.20442205667495728, 0.15735343098640442, 0.13712094724178314, 0.15255458652973175, 0.1541486382484436]","Around 5 March 2023, suspected ISWAP or Boko Haram fighters clashed with the Cameroonian military forces in Marouare, coded to Ngaoundere (Ngaoundere 1, Vina, Adamaoua). 2 fighters were killed while 2 civilians were wounded.",0.001,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO6461,B,B,0.20233385264873505,"[0.20233385264873505, 0.1919676661491394, 0.15396839380264282, 0.14773297309875488, 0.15287436544895172, 0.15112273395061493]","On 17 August 2022, Ambazonian separatists clashed with the Cameroonian military forces in Tinta (Akwaya, Manyu, Sud-Ouest) leading to the death of 3. Unclarity if the fatalities are of civilian or separatist fighters. The clashes also resulted in the destruction of several buildings, including a primary school. Civilians fled the fighting into the bushes.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12170,S,R,0.2734614908695221,"[0.17611615359783173, 0.09172458201646805, 0.1259402483701706, 0.2734614908695221, 0.12299840152263641, 0.20975905656814575]","Property destruction: On 27 August 2023, state security forces, coded as the military forces, fired sporadic gunshots and set a motorbike on fire in Wombong, coded to Njinikom (Njinikom, Boyo, Nord-Ouest). The military forces thought the motorbike belonged to Ambazonian Separatists who had earlier fired provocative gunshots.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9013,V,B,0.19877605140209198,"[0.19877605140209198, 0.19310212135314941, 0.15641731023788452, 0.153798446059227, 0.14259052276611328, 0.15531562268733978]","On 9 September 2022, Ambazonian separatists temporally abducted three male civilians at a riverside in Awerey (Akwaya, Manyu, Sud-Ouest) coded to Akwaya, who attempted to travel during the separatist-imposed lockdown. One of the civilians sustained major injuries as a result of the torture meted on them by the fighters before their release.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO6105,V,E,0.213232159614563,"[0.1991593986749649, 0.213232159614563, 0.16099639236927032, 0.11628162860870361, 0.15250995755195618, 0.15782037377357483]","On 24 May 2022, Boko Haram JAS attacked Kouyape (Kolofata, Mayo-Sava, Extreme-Nord) killing 1.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO15212,V,R,0.18932482600212097,"[0.1870642453432083, 0.1641351580619812, 0.12735018134117126, 0.18932482600212097, 0.15203042328357697, 0.1800951361656189]","On 11 August 2024, the military forces from the Rapid Intervention shot and killed 1 civilian at a farm in Ebinsi (Akwaya, Manyu, Sud-Ouest) for an unknown reason.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO4080,B,E,0.20184452831745148,"[0.17987178266048431, 0.20184452831745148, 0.1762867271900177, 0.15077446401119232, 0.15448163449764252, 0.13674090802669525]","On 1 December 2020, the military forces repelled an attack of Boko Haram in Boudoua village, Mora subdivision (Mayo-Sava, Extreme-Nord). One Boko Haram fighter was killed, and several others injured. The military seized two motorbikes.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO8495,B,E,0.20807397365570068,"[0.1803264319896698, 0.20807397365570068, 0.17580382525920868, 0.15054507553577423, 0.15634047985076904, 0.12891028821468353]","On 6 February 2024, the military forces (Rapid Intervention) and the gendarmerie fired warning shots in the air at the outpost in Fotokol (Fotokol, Logone-et-Chari, Extreme-Nord) to drive back suspected ISWAP or Boko Haram militants. There were no fatalities.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO12338,E,E,0.1948067992925644,"[0.1938113570213318, 0.1948067992925644, 0.15774093568325043, 0.15604357421398163, 0.14787261188030243, 0.1497247815132141]","On 10 September 2023, Ambazonian Separatists from the Restoration Forces detonated an IED against a state security forces vehicle (coded as military) in Ikata (Fako, Sud-Ouest). An unknown number of soldiers were severely injured, and the vehicle was damaged.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO9003,V,B,0.19686998426914215,"[0.19686998426914215, 0.1686662882566452, 0.1249057725071907, 0.1882590800523758, 0.1400240808725357, 0.181274875998497]","On 29 July 2022, Ambazonian separatists tortured two male civilians who they later abducted from their residence in Bachuo Ntai (Mamfe, Manyu, Sud-Ouest) following the refusal to pay ransom.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4845,B,B,0.190538689494133,"[0.190538689494133, 0.18907079100608826, 0.16995130479335785, 0.15699860453605652, 0.14925172924995422, 0.14418892562389374]","On 11 January 2021, Ambazonian separatists engaged in fire fights with the military forces in Njinikom village, Fundong subdivision (Boyo, Nord-Ouest). One person was killed.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO8155,P,R,0.2520626485347748,"[0.19391201436519623, 0.11842387914657593, 0.12504170835018158, 0.2520626485347748, 0.14800892770290375, 0.16255086660385132]","On 23 November 2023, youth and women protested in Bambili (Tubah, Mezam, Nord-Ouest) against the burning of houses and pushing residents out of their homes by some hired individuals as part of a land dispute. The mayor addressed the protesters calling for calm and restraint.",0.001,Protesters (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4808,B,B,0.19752255082130432,"[0.19752255082130432, 0.18962803483009338, 0.15065714716911316, 0.1458343118429184, 0.15649494528770447, 0.15986302495002747]","Around 16 October 2020 (week of), the military forces engaged in fire fights with Ambazonian separatists in Bamessing village, Ndop subdivision (Mezam, Nord-Ouest), resulting in 3 people getting killed.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9664,B,E,0.2066221833229065,"[0.17475591599941254, 0.2066221833229065, 0.12153341621160507, 0.16621491312980652, 0.1469527631998062, 0.18392084538936615]","On 29 June 2022, military forces ambushed and killed one Ambazonian Separatists at a checkpoint mounted by the Separatists in Mukete camp in Kumba (Meme, Sud-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9204,V,E,0.1993701308965683,"[0.19823481142520905, 0.1993701308965683, 0.1601906567811966, 0.1531900018453598, 0.14982707798480988, 0.13918735086917877]","On 11 March 2023, Ambazonian Separatists killed a civilian along the Mbengwi - Alabukam Bamenda road, coded to Mbengwi (Momo, Nord-Ouest) after issuing several warnings to him to stop selling an unknown product. The victim was called on the phone before the attack by a separatist who posed as a buyer, his corpse was found the following morning.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12054,V,R,0.2075582891702652,"[0.19021640717983246, 0.1625819057226181, 0.11657769978046417, 0.2075582891702652, 0.13986892998218536, 0.18319673836231232]","On 1 October 2023, Ambazonian Separatists from the Restoration Forces shot and killed a man in Obonyi III (Manyu, Sud-Ouest) whom they accused of collaborating with the state security forces.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO10745,B,B,0.20295844972133636,"[0.20295844972133636, 0.17040356993675232, 0.14352887868881226, 0.19015750288963318, 0.14229975640773773, 0.15065190196037292]","On 2 June 2023, Ambazonian Separatists detonated an IED targeting a state security forces convoy (coded as military) in Bufi (Menchum, Nord-Ouest). The explosion missed the target, but the soldiers stopped and fired gunshots in the area which caused civilians to flee.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO5200,V,R,0.21214357018470764,"[0.19332674145698547, 0.14362777769565582, 0.11582228541374207, 0.21214357018470764, 0.14519721269607544, 0.18988241255283356]","Around 27 May 2021 (week of), the military forces tortured an IT worker and extorted him of 300,000 XAF Francs in Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO15919,V,B,0.2048795521259308,"[0.2048795521259308, 0.16790537536144257, 0.12462013959884644, 0.18481723964214325, 0.14432205259799957, 0.1734555959701538]","On 10 October 2024, the military forces from the Rapid Intervention shot and killed 7 civilians at their private residences in Mbomboko in the Buea subdivision (Buea, Fako, Sud-Ouest), mistakenly believing them to be Ambazonian Separatists.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO10666,B,E,0.22209471464157104,"[0.16831733286380768, 0.22209471464157104, 0.18913622200489044, 0.13719439506530762, 0.15354563295841217, 0.12971170246601105]","On 18 May 2023, state security forces (coded as military) and some administrative officials in a convoy engaged in an armed confrontation with Ambazonian Separatists in Baingo (Boyo, Nord-Ouest). During the exchange, a road-planted IED was detonated by the Separatists. Casualties unknown.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO15098,B,B,0.19391073286533356,"[0.19391073286533356, 0.19187553226947784, 0.1503048986196518, 0.14447729289531708, 0.1631353348493576, 0.15629616379737854]","On 3 August 2024, the military forces from the Rapid Intervention clashed with sea pirates in Isangele (Isangele, Ndian, Sud-Ouest). 1 soldier and 6 pirates were killed and 3 soldiers were injured.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO14650,V,E,0.21288663148880005,"[0.19009101390838623, 0.21288663148880005, 0.16303829848766327, 0.13434334099292755, 0.15750926733016968, 0.142131507396698]","On 24 August 2024, an unidentified armed group shot and injured 1 plantation owner who tried to flee an abduction in Sirbia (Touboro, Mayo-Rey, Nord). The plantation owner escaped. 2 other civilians were abducted. The reason for the abduction is not known.",0.001,Unidentified Armed Group (Cameroon)
conflibert_finetuned_fewshot_v1,CAO7464,S,R,0.20677456259727478,"[0.19338536262512207, 0.1349925547838211, 0.13745006918907166, 0.20677456259727478, 0.14087346196174622, 0.18652398884296417]","Looting: Around 22 June 2023, Boko Haram (JAS) (likely) militants looted in 3 incidents in Kolofata (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole food items, clothing, money, livestock and other valuable items.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO5049,B,E,0.2023855298757553,"[0.17647986114025116, 0.2023855298757553, 0.18243037164211273, 0.1488714963197708, 0.14957217872142792, 0.1402605175971985]","On 16 February 2021, the military forces engaged in fire fights with Ambazonian separatists in several localities of Nkwen village, Bamenda 2 subdivision (Bamenda - Nkwen, Mezam, Nord-Ouest). No fatality and/or casualty reported.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO4138,V,B,0.18660078942775726,"[0.18660078942775726, 0.17869128286838531, 0.16049261391162872, 0.17321430146694183, 0.14853498339653015, 0.1524660736322403]","On 8 November 2020, the military forces raided Bawum village, in Bafut subdivision (Mezam, Nord-Ouest), killing one teacher.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO3862,V,E,0.20538002252578735,"[0.18288785219192505, 0.20538002252578735, 0.17691652476787567, 0.14878413081169128, 0.1517295241355896, 0.13430190086364746]","On 13 July 2020, Ambazonian separatists attacked the Dumbo village (Donga-Mantung, Nord-Ouest), in a bid to drive out the government forces and punish the village inhabitants for allowing the military in their village. No fatality and/or casualty reported.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12894,V,B,0.20623299479484558,"[0.20623299479484558, 0.17049925029277802, 0.13561682403087616, 0.18496109545230865, 0.142686665058136, 0.16000314056873322]","On 14 February 2024, Ambazonian Separatists from the Restoration Forces faction abducted a local community leader from his private residence in Tamfu, coded to Bakumba (Mamfe, Manyu, Sud-Ouest). The Separatists demanded 5 million Francs CFA from each of these villages. The victim was taken to the Separatist hideout in Ayukaba.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO13743,B,E,0.2125370353460312,"[0.17308424413204193, 0.2125370353460312, 0.18645967543125153, 0.14360031485557556, 0.1541830152273178, 0.13013571500778198]","On 30 May 2024, the military forces from the Rapid Intervention fired several shots at suspected ISWAP or Boko Haram militants in Djakana (Kolofata, Mayo-Sava, Extreme-Nord). There were no fatalities. No information on the injuries.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO15606,B,E,0.2156326174736023,"[0.18717718124389648, 0.2156326174736023, 0.1627500057220459, 0.13923266530036926, 0.14981819689273834, 0.14538925886154175]","On 19 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Bafia (Muyuka, Fako, Sud-Ouest). 3 Separatists were killed. The military forces recovered a cache of weapons and ammunition.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO13796,B,E,0.19885247945785522,"[0.18281978368759155, 0.19885247945785522, 0.17162270843982697, 0.15610572695732117, 0.15264436602592468, 0.1379549652338028]","On 22 April 2024, Ambazonian Separatists from the ADF faction attacked and cut off the toes of their Separatist colleague at their base in Ewoh (Batibo, Momo, Nord-Ouest). The Separatists accused him of selling a motorbike that was looted from a civilian. There were no fatalities.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO5869,B,E,0.1989283263683319,"[0.19202940165996552, 0.1989283263683319, 0.15469154715538025, 0.14685364067554474, 0.14619125425815582, 0.16130584478378296]","Around 12 February 2022, ISWAP militants launched an attack targeting a military post of the Multinational Task force in Gasama (Logone-Birni, Logone-et-Chari), causing the killing of ten militants, injury of two soldiers, and the seizure of arms and ammunition.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction
conflibert_finetuned_fewshot_v1,CAO4527,B,E,0.19410334527492523,"[0.18585070967674255, 0.19410334527492523, 0.16740919649600983, 0.1677335947751999, 0.15884748101234436, 0.12605567276477814]","On 5 April 2021, the MNJTF forces repelled an attack of Boko Haram fighters in Waraga neighborhood of Amchide village, Kolofata subdivision (Mayo-Sava, Extreme-Nord). A woman was killed by a stray bullet, and 3 Boko Haram fighters were also killed.",0.001,MNJTF: Multinational Joint Task Force
conflibert_finetuned_fewshot_v1,CAO10678,V,B,0.20810723304748535,"[0.20810723304748535, 0.17202338576316833, 0.13628259301185608, 0.17016054689884186, 0.15190322697162628, 0.1615229696035385]","On 19 May 2023, Ambazonian Separatists kidnapped 6 civilians by the road in Lassin (Bui, Nord-Ouest) and accused them of violating their lockdown. They were released 4 hours later after each paying a ransom of 50.000FCFA.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO10982,S,B,0.19346944987773895,"[0.19346944987773895, 0.1832786351442337, 0.157032310962677, 0.17215973138809204, 0.13863417506217957, 0.15542568266391754]","On 22 December 2023, 14 Ambazonian Separatists surrendered in Ekondo Titi (Ekondo Titi, Ndian, Sud-Ouest) and were subsequently handed over to the government forces.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4585,V,E,0.20226116478443146,"[0.1802680492401123, 0.20226116478443146, 0.17742608487606049, 0.15077218413352966, 0.15672194957733154, 0.13255052268505096]","On 26 April 2021, suspected Boko Haram fighters attacked Takoudele village, Kourgui town, Mora subdivision (Mayo-Sava, Extreme-Nord). They kidnapped a young girl, and took away goods. No fatality and/or casualty reported.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO7467,S,R,0.23299889266490936,"[0.17526978254318237, 0.12455450743436813, 0.13711684942245483, 0.23299889266490936, 0.13481847941875458, 0.19524149596691132]","Looting: Around 7 July 2023, Boko Haram (JAS) (likely) militants looted civilians in the camp Adventiste neighborhood of Amchide (Kolofata, Mayo-Sava, Extreme-Nord). Goats, clothing and food items were taken.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO12159,V,B,0.19532403349876404,"[0.19532403349876404, 0.17095692455768585, 0.1377067118883133, 0.18545152246952057, 0.1463647186756134, 0.16419613361358643]","On 1 August 2023, state security forces (coded as military) shot dead a man along the road in Sop (Bui, Nord-Ouest). While leaving the area, they shot indiscriminately ,which wounded a child at his home.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12176,S,R,0.21871517598628998,"[0.18558432161808014, 0.13514114916324615, 0.126608207821846, 0.21871517598628998, 0.13877464830875397, 0.19517654180526733]","Looting: On 23 August 2023, Ambazonian Separatists looted a truck transporting food on behalf of an unknown aid organization in Balikumbat (Balikumbat, Ngo-Ketunjia, Nord-Ouest). The Separatists forced the staff to sit in the mud and watch them cook the food before being released. The Separatists accused the aid organization of failing to comply with their rules.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO14598,B,E,0.19413398206233978,"[0.19345399737358093, 0.19413398206233978, 0.15958112478256226, 0.1446802318096161, 0.16258329153060913, 0.1455673724412918]","On 28 August 2024, the military forces from the Rapid Intervention clashed with the Boko Haram (JAS) (likely) militants around Amchide (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. The militants stole a motorbike from a civilian and the military forces chased them until the militants abandoned the motorbike.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO3033,P,R,0.30608081817626953,"[0.17269672453403473, 0.09492959082126617, 0.11695881187915802, 0.30608081817626953, 0.13308051228523254, 0.17625364661216736]","On 25 February 2020, the supporters of the SDF political party protested in Bamenda town (Mezam, Nord-Ouest) against what they claim is an attempt to impose a candidate during the election of the city Mayor.",0.001,Protesters (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12160,B,B,0.19521865248680115,"[0.19521865248680115, 0.18648716807365417, 0.15186166763305664, 0.1635376363992691, 0.15111781656742096, 0.15177704393863678]","On 31 August 2023, state security forces (coded as military) shot an Ambazonian Separatist after knocking down a motorcycle with him and another Separatist along the Kumba - Ekondo Titi road, coded to Ekondo Titi (Ndian, Sud-Ouest). The injured Separatist was arrested while the other escaped. They also seized the motorcycle.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9041,V,E,0.21309787034988403,"[0.187594473361969, 0.21309787034988403, 0.16649594902992249, 0.14009498059749603, 0.1561637818813324, 0.13655291497707367]","On 14 July 2022, soldiers on transit fired several gunshots while passing through Bamessing (Tubah, Mezam, Nord-Ouest) after they suspected the presence of separatist fighters in the general area. No casualties was reported.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO18404,V,E,0.2142949253320694,"[0.19562716782093048, 0.2142949253320694, 0.14204151928424835, 0.13606327772140503, 0.15335597097873688, 0.15861710906028748]","On 8 February 2024, an unidentified armed group suspected of being ISWAP or Boko Haram militants abducted 8 civilians in Dor Imar (Blangoua, Logone-et-Chari, Extreme-Nord) and Kouk (coded separately). The abduction caused a displacement of residents to a nearby village.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO9679,V,B,0.18807169795036316,"[0.18807169795036316, 0.17567412555217743, 0.14516806602478027, 0.16926699876785278, 0.14188435673713684, 0.17993471026420593]","On 27 June 2022, military forces shot and killed four civilians in Banten (Bui, Nord-Ouest) who were previously arrested on 25 June during a military operation. The circumstances that led to their execution are unclear.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6017,S,R,0.19434785842895508,"[0.1702311486005783, 0.15738584101200104, 0.1498907059431076, 0.19434785842895508, 0.14215488731861115, 0.1859895884990692]","Looting: On 6 May 2022, Boko Haram (JAS) (likely) looted shops in the neighborhoods of Oure Dole, Waraga, and Yabogo in Amchide (Kolofata, Mayo-Sava, Extreme-Nord).",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO12665,S,V,0.23485217988491058,"[0.1682828664779663, 0.12474653124809265, 0.12942686676979065, 0.22186754643917084, 0.12082403153181076, 0.23485217988491058]","Looting: On 19 July 2021, Ambazonian separatists and carjacked public transport vehicles attempting to cross the Bamenda-Mamfe-Ekok axis at the level of the Bali-Batibo stretch (coded as Batibo (Mezam, Nord-Ouest) which was blocked by the separatists.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO14112,V,B,0.19492998719215393,"[0.19492998719215393, 0.18618814647197723, 0.1509104073047638, 0.15664319694042206, 0.15746384859085083, 0.15386433899402618]","On 30 July 2024, Boko Haram (JAS) (likely) militants attacked and killed 1 civilian in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole material goods.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO8753,S,R,0.2993648052215576,"[0.17524628341197968, 0.08369921147823334, 0.1265231817960739, 0.2993648052215576, 0.11819583177566528, 0.19697067141532898]","Property destruction: On 11 February 2024, Ambazonian Separatists from the ADF fired warning gunshots in the air before setting fire to the Grandstand in Jakiri (Jakiri, Bui, Nord-Ouest). There were no fatalities. It is suspected that the Separatists wanted to prevent any celebrations on National Youth Day.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO3887,S,R,0.2491036057472229,"[0.16846472024917603, 0.1510673463344574, 0.12399324774742126, 0.2491036057472229, 0.12123721092939377, 0.18613389134407043]","On 21 August 2020, suspected soldiers 'disguised' as Ambazonian separatists robbed a local Credit Union office in Bamenda town (Mezam, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO5094,B,E,0.2100633978843689,"[0.18317009508609772, 0.2100633978843689, 0.16977658867835999, 0.14510774612426758, 0.1555292308330536, 0.13635288178920746]","On 15 March 2021, the military forces engaged in fire fights with Ambazonian separatists in Bukue village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest). One civilian was killed by a stray bullet.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO5466,B,R,0.19931268692016602,"[0.19730634987354279, 0.16251079738140106, 0.13237322866916656, 0.19931268692016602, 0.14612412452697754, 0.16237279772758484]","On 20 July 2021, Ambazonian separatists attacked and killed five members of the security forces (assumed military forces) in Pinyin town, Santa subdivision (Mezam, Nord-Ouest).",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO8622,R,E,0.2155778408050537,"[0.18903593719005585, 0.2155778408050537, 0.1691608726978302, 0.1326008439064026, 0.1507100909948349, 0.14291447401046753]","Around 20 March 2024 (as reported), two rival factions clashed in Foumbot (Foumbot, Noun, Ouest). 1 civilian was killed. No information on the injuries. The reason for the clashes is not known.",0.001,Rioters (Cameroon)
conflibert_finetuned_fewshot_v1,CAO11761,B,E,0.20383214950561523,"[0.17053905129432678, 0.20383214950561523, 0.18814817070960999, 0.15359342098236084, 0.14691509306430817, 0.136972114443779]","On 16 July 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Agyati (Mezam, Nord-Ouest). No casualties.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO3188,V,E,0.20140056312084198,"[0.1751202493906021, 0.20140056312084198, 0.12283246964216232, 0.1735019087791443, 0.14648374915122986, 0.18066103756427765]","On 16 April 2020, military forces killed three former Ambazonian separatists in Balikumbat town (Ngo-ketunjia, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO8544,S,B,0.19412128627300262,"[0.19412128627300262, 0.1559470295906067, 0.1443377584218979, 0.1855054795742035, 0.13420623540878296, 0.18588221073150635]","Displacement: Around 27 February 2024 (as reported), civilians fled Besobia, as well as civilians fled 11 unidentified villages coded to Tinto (Upper Bayang, Manyu, Sud-Ouest) following several Ambazonia Separatists attacks led by Ako Giant. The Separatists also threatened civilians.",0.001,Civilians (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12617,S,E,0.20860813558101654,"[0.19004078209400177, 0.20860813558101654, 0.15964502096176147, 0.14736786484718323, 0.14355310797691345, 0.15078505873680115]","On 27 January 2021, state forces raided the village of Bamali (Ndop, Ngo-Ketunjia, Nord-Ouest), after a clash with unknown gunmen (likely Ambazonian separatists) in Bamali, and arrested about a dozen civilians.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO14134,S,R,0.23177020251750946,"[0.17251455783843994, 0.12270940095186234, 0.12540008127689362, 0.23177020251750946, 0.13260772824287415, 0.2149980366230011]","Property destruction: On 27 April 2024, Ambazonian Separatists destroyed a bridge in Angai (Ngie, Momo, Nord-Ouest). The bridge was constructed by Cameroon forces.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO13957,B,B,0.19779689610004425,"[0.19779689610004425, 0.17806774377822876, 0.13363853096961975, 0.1834436058998108, 0.13984578847885132, 0.16720744967460632]","On 15 May 2024, state security forces, coded as the military forces, shot and killed an Ambazonian Separatist commander at a checkpoint in Naka road, coded to Bamenda (Bamenda 3, Mezam, Nord-Ouest). The separatist was disguised and was identified as he attempted to pass through the checkpoint.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO3379,B,E,0.29910019040107727,"[0.15331414341926575, 0.29910019040107727, 0.15061596035957336, 0.13780038058757782, 0.13233815133571625, 0.12683115899562836]","Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Widikum (Mezam, Nord-Ouest). Fatalities split between five events.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO5673,V,E,0.19081242382526398,"[0.18557734787464142, 0.19081242382526398, 0.16373902559280396, 0.16352210938930511, 0.15447618067264557, 0.14187288284301758]","On 12 November 2021, a police officer opened fire on a car that refused to stop at a checkpoint in Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest). One 7-years old pupil was hit by a stray bullet and killed. The police officer was later arrested.",0.001,Police Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12582,S,V,0.21395133435726166,"[0.19068758189678192, 0.13198232650756836, 0.1286235898733139, 0.1991194486618042, 0.13563571870326996, 0.21395133435726166]","Other: On 20 May 2022, Ambazonian Separatists fired warning shots for about 30 minutes in Alabukam near Nlabakam (Bamenda - Mankon, Mezam, Nord-Ouest) to enforce the lockdown for 20 May.",0.001,Ambazonian Separatists (Cameroon)
