model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
olmo2:7b,NIG20554,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.99,Military Forces of Nigeria (2015-2023),"On 26 April 2021, Nigerian military clashed with ISWAP fighters following an attack on Gwoza LGA (Borno). No reported fatalities."
olmo2:7b,NIG37659,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.95,Military Forces of Nigeria (2023-),"On 11 July 2024, Nigerian troops of Operation Whirl Stroke clashed with a Taraba militia in Geshi village, Damisa Ward (Donga, Taraba). The troops, acting on intelligence that the militia was attacking Geshi village, responded and confronted the militiamen. The militia escaped with gunshot wounds. The troops trailed them and arrested two and two motorcycles. There were no fatalities."
olmo2:7b,NIG37233,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"On 7 June 2024, NULGE members protested at the LGA headquarters in Nangere (Nangere, Yobe), demanding the complete autonomy of local government administration in Nigeria. They gathered at the secretariat's gate and displayed placards with various inscriptions demanding the scrapping of the Joint Account Committee (JAC) and illegal deductions from local governments' allocations by state governments."
olmo2:7b,NIG38089,V,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.95,Katsina Communal Militia (Nigeria),"On 13 August 2024, a Katsina abducted four people from a Volkswagen Golf II wagon village along the Gora-Runka Road in Gobirawa (Safana, Katsina). The police responded to the information about the abduction and swung into action. They rescued the four hostages after a gun duel with the abductors, coded separately."
olmo2:7b,NIG38139,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,SVC: Supreme Vikings Confraternity (Nigeria),"On 12 August 2024, suspected Vikings and Iceland cult militias wielding machetes attacked each other and killed one person in Rumu-Olumene (Obio, Rivers). The cultists clashed during the Students' Week celebrations at Ignatius Ajuru University of Education at Rumuolumeni."
olmo2:7b,NIG38318,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"Around 26 August 2024 (as reported), over 300 Ukpor residents marched to the EEDC office in Nnewi (Nnewi North, Anambra) over a blackout in their community. They carried placards with various inscriptions, accusing the electricity company of negligence and sabotage."
olmo2:7b,NIG19965,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.95,Military Forces of Nigeria (2015-2023),"Around 1 March 2021 (between 1 - 2 March), Nigerian military troops clashed with ISWAP fighters at Dikwa town (Dikwa LGA, Borno). Community resources report that at least six civilians were killed and four UN humanitarian aid workers abducted. Property damage also reported. Military sources deny abduction reports alleging the safety of all UN workers in the area. ISWAP sources report that eight soldiers were killed."
olmo2:7b,NIG31458,B,P,0.7,"{""P"": 0.7, ""R"": 0.2, ""S"": 0.1}",,0.69,Police Forces of Nigeria (2023-),"On 31 May 2023, the police/local vigilantes (RUSPAC) attacked the suspected Deebam cult group and killed four in the Ndele or Rundele (Emohua, Rivers). The cult group was reported to have killed four people in the community a few days back, coded separately. The police recovered one pump action and two live cartridges with three empty cartridge shells."
olmo2:7b,NIG19835,V,V,0.8,"{""V"": 0.9, ""B"": 0.05, ""E"": 0.03, ""P"": 0.02, ""R"": 0.01, ""S"": 0.01}",,1.06,Kaduna Communal Militia (Nigeria),"Around 16 February 2021 (as reported), a Kaduna communal militia attacked Akwando village (Kachia LGA, Kaduna), killing one resident. Unknown reason for attack."
olmo2:7b,NIG30638,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.08,Fulani Ethnic Militia (Nigeria),"On 21 March 2023, suspected armed Fulani pastoralists ambushed residents in Sobe (Owan West, Edo) and inflicted machete cuts on one person. Several other persons were displaced as a result of the attack."
olmo2:7b,NIG26080,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,Unidentified Armed Group (Nigeria),"Around 15 August 2022 (as reported), an unidentified armed group attacked a police squad, wounded three policemen and stole their rifles along Ozoro/ Kwale (Ndokwa West, Delta)."
olmo2:7b,NIG24099,V,R,0.8,"{""R"": 1.0, ""S"": 0.0}",,0.57,Military Forces of Nigeria (2015-2023) Lagos State Task Force,"On 15 March 2022, two bus drivers were killed by officers from the Lagos State Task Force in Isheri (Kosofe, Lagos). Circumstances for the deaths are unknown."
olmo2:7b,NIG25991,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2015-2023),"On 3 September 2022, Nigerian troops on a fighting patrol clashed with a Kaduna militia at Farin-Ruwa (Birnin Gwari, Kaduna), Dogon Dawa-Kuyelo and Sabon Birni [coded separately]. Three militiamen were killed, two rifles, nine magazines, seven Boafeng communication radio and other items were recovered by the troops. 3 fatalities split across 3 events coded as 1."
olmo2:7b,NIG37561,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.95,Military Forces of Nigeria (2023-),"On 6 July 2024, soldiers raided the camp of a Kaduna militia in Iche forest, Kagarko LGA (Kaduna). 162 cattle that were previously rustled by the militia were recovered, casualties are unknown."
olmo2:7b,NIG19162,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.93,Military Forces of Nigeria (2015-2023),"On 19 December 2020, ISWAP clashed with Nigerian troops at Ajiri (Mafa LGA, Borno), killing five soldiers and injuring at least three others."
olmo2:7b,NIG24460,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.07,Unidentified Armed Group (Nigeria),"On 10 April 2022, armed individuals attacked civilians in Gyambawu / Gyambar (Kanam, Plateau), Wanka, Shuwaka, Dadin Kowa, Kukawa, Gwammadaji, Dungur, Kyaram, Dadda and Wase [coded separately]. At least 106 people were killed in the attacks; over 70 persons, including women and children, were abducted and over 100 houses were burnt. Fatalities split across two events and coded as 53"
olmo2:7b,NIG31938,R,V,0.95,"{""V"": 0.95, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.08,Rioters (Nigeria),"On 9 July 2023, the Ege masquerade and its adherents attacked residents of Ibadan (Ibadan North West, Oyo), wounded scores and destroyed properties worth millions for unclear reasons."
olmo2:7b,NIG19318,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.96,Military Forces of Nigeria (2015-2023),"On 23 December 2020, ISWAP clashed with Nigerian troops at Gajiram (Nganzai LGA, Borno), allegedly killing and wounding a number of soldiers. Unknown fatalities coded as 10."
olmo2:7b,NIG36870,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.93,Military Forces of Nigeria (2023-),"On 16 June 2024, Nigerian army troops on patrol killed a Kaduna militia commander's associate at Kidandan (Giwa, Kaduna). The militia member was trailed by the troops into a community."
olmo2:7b,NIG22324,V,B,0.7,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.94,Unidentified Armed Group (Nigeria),"On 19 October 2021, an unidentified armed group attacked a traditional rulers' meeting at Nnenasa (Njaba, Imo); two rulers were killed, other sources reported three fatalities; 3 others sustained gunshots. The IPOB has denied links with the attack."
olmo2:7b,NIG20594,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.0}",,1.07,Unidentified Armed Group (Nigeria),"On 30 April 2021, unidentified gunmen abducted the traditional ruler of Esuk Atu village at his residence in Esuk Atu (Calabar South LGA, Cross River). Gunmen demanded ransom."
olmo2:7b,NIG32148,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.95,Military Forces of Nigeria (2023-),"On 28 July 2023, troops of Operation Hadarin Daji cleared hideouts of a Zamfara militia led by Alhaji Ilu and engaged them in an armed clash at Kaboro (Maru, Zamfara), Sangeku, Kabugu Lamba and Danmani [coded separately]. One militia member was killed, several others escaped with gunshot wounds. Fatalities split accross three locations."
olmo2:7b,NIG38680,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2023-),"Around 23 September 2024 (as reported), the Nigerian troops clashed with IS/BH fighters and killed four in Mazda and Azare villages in Gujba LGA, coded to Gujba (Yobe). The troops ambushed the militants as they attempted to receive some items from their suppliers. They recovered two AK-47 rifles, two empty AK-47 rifle magazines, and other items."
olmo2:7b,NIG27932,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.94,Adogu Communal Militia (Nigeria),"On 6 February 2021, militias from Adogo and Ogodo clashed in Adogo community (Ajaokuta, Kogi) over a land dispute. Eleven people were killed in the clash."
olmo2:7b,NIG22492,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.08,Katsina Communal Militia (Nigeria),"On 30 October 2021, a Katsina militia attacked and killed an unidentified number of civilians in Ungwan Dudu (Faskari, Katsina), coded as Faskari. The group looted shops during the attack and wounded an unspecified number of individuals. Unknown fatalities coded as 3."
olmo2:7b,NIG24435,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.96,Black Axe (Nigeria),"On 13 April 2022, Black Axe, also called Aye militia, clashed with members of Supreme Vikings militia in the Umuneze community, coded to Ogwashi-Uku (Aniocha South, Delta). One person was killed."
olmo2:7b,NIG29508,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.07,Kebbi Communal Militia (Nigeria),"On 30 December 2022, the Kebbi Communal Militia launched multiple attacks on Shangil, Dimo and Gaya Communities, coded to Wasagu (Danko, Kebbi). The militia killed one personand burnt down a car during the attack. 1 fatality reported."
olmo2:7b,NIG38936,S,S,0.9,"{""V"": 0.0, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 1.0}",,1.07,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Other: On 2 September 2024, six repentant Boko Haram (JAS) militants escaped from the rehabilitation center in Borno State, location coded to the state capital Maiduguri (Maiduguri Metro, Borno). A source reported that they fled with government-issued rifles, but the State government refuted the claim and highlighted that six escaped out of over 20,000 processed as low risk. The escapees accused the government of failing to fulfill its promises of providing them with education, shelter, and employment."
olmo2:7b,NIG21998,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.06,Fulani Ethnic Militia (Nigeria),"On 1 August 2021, suspected Fulani pastoralists attacked and killed seven persons, while nine others were wounded in Kpachudu (Bassa, Plateau), coded as Bassa. The police claims four people were killed and fifty houses burnt."
olmo2:7b,NIG27991,S,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,1.39,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Security measures: On 17 September 2020, presumed ISWAP/ Boko haram militants set up an illegal vehicle checkpoint along Maiduguri-Gajiram road Nganzai LGA (Borno), coded to Gajiram."
olmo2:7b,NIG34248,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.59,Police Forces of Nigeria (2023-),"On 23 December 2023, a Police officer shot and wounded a Nollywood actor in the neck at Iperu (Ikenne, Ogun). Another source reported that the police were trying to disperse some thugs surrounding the person he was attached to when he opened the fire, and the stray bullet hit the actor. The police officer fled the scene after the shooting but was later arrested. The victim was taken to the hospital for treatment."
olmo2:7b,NIG35995,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.69,Protesters (Nigeria),"Around 19 April 2024 (as reported), some women protested in Bokkos (Bokkos, Plateau) over the renewed killings in their communities. They marched to the Council headquarters to register their discontent."
olmo2:7b,NIG35481,B,B,0.95,"{""B"": 0.9, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.07,Military Forces of Nigeria (2023-),"On 10 March 2024, military forces together with hybrid forces, coded as Civilian JTF engaged Boko Haram/ ISWAP militants in an armed clash at their enclave at Ukuba in Sambisa Forest Reserve (Gwoza, Borno). 8 militants were killed, 5 locally fabricated guns, two motorcycles and assorted food items were recovered by the troops."
olmo2:7b,NIG21424,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.71,Protesters (Nigeria),"On 21 July 2021, a group took the streets in Akure (Akure South LGA, Ondo) in a demonstration against the alleged abandonment of Akure-Ado Ekiti Expressway by the government."
olmo2:7b,NIG30817,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.94,Military Forces of Nigeria (2015-2023),"On 31 March 2023, troops of Operation Forest Sanity clashed with ISWAP/ Boko Haram militants during a fighting patrol which began the previous day in Kubusu forest in Chikun LGA (Kaduna). Five militants were killed, other fled with gunshot injuries, rifles, magazines, ammunitions, motorcycles and other items were recovered by the troops as claimed by the Defense Headquarters."
olmo2:7b,NIG34555,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.02, ""S"": 0.02}",,1.06,Military Forces of Nigeria (2023-),"Other: Around 11 January 2024 (as reported), the decomposing corpses of 11 Fulani locals were discovered in a forest near an area called crossing in Kachia LGA (Kaduna). The victims were arrested by soldiers from Ladugga community at different times, the Nigerian Army denied involvement in the incident."
olmo2:7b,NIG24371,V,B,0.8,"{""B"": 0.9, ""E"": 0.05, ""P"": 0.03, ""R"": 0.02, ""S"": 0.01}",,0.95,Unidentified Armed Group (Nigeria),"On 7 April 2022, an armed group killed 2 - 'many' persons when they invaded the local government headquarters in Elwulobia (Aguata, Anambra). Structures, shops and vehicles within the secretariat were set ablaze. Fatalities coded as 2."
olmo2:7b,NIG27104,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.57,Military Forces of Nigeria (2015-2023),"On 4 September 2021, a soldier opened fire while trying to disperse a crowd during local elections in Gwanki (Makarfi LGA, Kaduna). A girl was killed by a stray bullet."
olmo2:7b,NIG27613,R,R,0.8,"{""R"": 0.9, ""S"": 0.1}",,0.57,Rioters (Nigeria),"On 4 December 2020, a mob killed two suspected armed robbers at the 110 roundabout, Odo Ona (Ibadan South West, Oyo) under accusations of having shot and killed a motorcyclist."
olmo2:7b,NIG32681,R,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.71,Rioters (Nigeria),"On 8 September 2023, commercial tricycle operators blocked Nukkai, ATC, Micheline, and other major roads in Jalingo Metropolis (Jalingo, Taraba) while demonstrating over the murder of one of their members by unknown suspects posing as passengers in the previous night. The suspect made away with the rider's tricycle after killing him. The demonstrators damaged the office of the state chairman of the Association of Tricycle Operators and disrupted traffic in the metropolis."
olmo2:7b,NIG23047,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.03, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.06,Enwhe Communal Militia (Nigeria),"On 23 December 2021, suspected Okpolo-Enwhe militiamen attacked a couple on their farm in Owodokpokpo-Igbide (Isoko South, Delta). The woman was beheaded while her husband escaped with bullet wounds."
olmo2:7b,NIG32584,R,R,0.8,"{""R"": 0.9, ""S"": 0.1}",,0.57,Rioters (Nigeria),"On 16 August 2023, a mob killed a suspected cattle rustler who was accused of stealing sheep from Unguwan Toro village, Babura LGA (Jigawa). The victim was beat up and he died from the injuries that he sustained."
olmo2:7b,NIG16114,S,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2015-2023),"On 19 January 2020, Nigerian Armed Forces and Civilian JTF cleared Bulabulin (Konduga LGA, Borno), Kirkashima (location not found, coded as Maiduguri) and Ariwuzumari (Konduga LGA) from Boko Haram (JAS) or ISWAP."
olmo2:7b,NIG35790,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.94,Police Forces of Nigeria (2023-),"On 2 April 2024, operatives of the Anambra state joint security force, coded as police forces engaged an unidentified armed group in an armed clash at their camps at Obofia forest in Agulezechuku (Aguata, Anambra) and Ogboji (coded separately). 5 members of the group were killed, split across two events and coded as 3. Locally fabricated rocket launchers, police uniforms, charms and other items were recovered."
olmo2:7b,NIG18886,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,Niger Communal Militia (Nigeria),"On 11 November 2020, Nigerian police forces with local militiamen clashed with a Niger communal militia at a location between Baban Lamba and Kontagora (Mashegu LGA, Niger), killing four and recovering motorcycles and weapons."
olmo2:7b,NIG36346,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.71,Protesters (Nigeria),"On 22 April 2024, large numbers of residents of Bini village in Maru LGA protested at the state government house in Gusau (Gusau, Zamfara) against the withdrawal of military troops from their village. The protesters went with their foodstuff, mats and other properties."
olmo2:7b,NIG35002,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.95,Police Forces of Nigeria (2023-),"On 15 February 2024, the Nigerian police engaged in a firefight with an unidentified armed group while raiding their hideouts between Nasarawa State and the Kuje LGA, coded to Kuje (Kuje, FCT). The police arrested one member of the group and rescued two hostages. There were no fatalities."
olmo2:7b,NIG18752,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.82,Police Forces of Nigeria (2015-2023),"On 23 October 2020, Nigerian police forces attacked a journalist in Udu LGA, Delta over the enforcement of the state-wide curfew despite the journalist being on an official assignment. No reported fatalities."
olmo2:7b,NIG16588,R,R,0.8,"{""R"": 0.9, ""S"": 0.1}",,0.58,Rioters (Nigeria),"On 20 March 2020, a suspected robber was beaten and burnt to death by a youth mob in Owerri (Owerri LGA, Imo)."
olmo2:7b,NIG37317,E,E,0.9,"{""E"": 0.8, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.86,Military Forces of Nigeria (2023-),"On 19 June 2024, the air component of Operation Delta Safe targeted and destroyed an illegal refining site and canoe filled with illegally refined products in an airstrike at Wilcourt (Degema, Rivers). Some gunboats were also destroyed."
olmo2:7b,NIG25945,R,R,0.8,"{""R"": 0.8, ""S"": 0.2}",,0.6,Rioters (Nigeria),"On 5 August 2022, a mob killed a man who was suspected to be a ritualist and was accused of making a boy disappear in Okene (Okene, Kogi). The victim was burnt to death."
olmo2:7b,NIG18354,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.96,Military Forces of Nigeria (2015-2023),"On 27 September 2020, Nigerian troops and Kajuru local militiamen clashed with Kaduna militias in Dajin Kajuru (Kajuru LGA, Kaduna), killing two Kaduna militiamen. Three others were also arrested."
olmo2:7b,NIG38761,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,Military Forces of Nigeria (2023-),"Around 30 September 2024 (as reported), the Nigerian troops clashed with a Kaduna militia, killing one militant in the forest between Danmari and Saulawa villages, in Birnin Gwari LGA, coded to Saulawa (Kaduna)."
olmo2:7b,NIG22837,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.61,Police Forces of Nigeria (2015-2023),"On 7 December 2021, a tanker driver was shot in the leg by a policeman close to the Asaba tollgate area of the Niger bridge (Oshimili South, Delta). The driver had attempted running away over fear of being beaten or arrested when he was shot."
olmo2:7b,NIG33181,R,V,0.99,"{""V"": 1.0, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.07,Rioters (Nigeria),"On 20 October 2023, mobs lynched a man in the A. A Koto area of Akwanga (Akwanga, Nasarawa) over the allegation of motorcycle theft. They had beaten the victim to death before the soldiers intervened to calm the situation."
olmo2:7b,NIG16365,E,B,0.95,"{""B"": 0.9, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.35,Military Forces of Nigeria (2015-2023),"On 16 February 2020, Nigerian Air Force conducted air strikes against an ISWAP camp at Tumbin Zarami at Lake Chad (coded as Monguno, Borno) and destroyed structures."
olmo2:7b,NIG16252,S,E,0.85,"{""E"": 0.85, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.82,Police Forces of Nigeria (2015-2023),"On 2 February 2020, a suspected suicide bomber was arrested at Sabon Tasha (Kaduna South LGA, Kaduna) before attacking a church."
olmo2:7b,NIG17105,R,V,0.95,"{""V"": 0.95, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.07,Rioters (Nigeria),"Around 25 May 2020 (reported on), a mob beat up a community member in Orlu (Orlu LGA, Imo), over witchcraft accusations."
olmo2:7b,NIG37922,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.71,Protesters (Nigeria),"On 1 August 2024, residents demonstrated in Minna city (Minna, Niger) against the hike of fuel prices, using the hashtag #EndBadGovernanceInNigeria. The police and army fired shots in the air to disperse them. No casualties."
olmo2:7b,NIG16570,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.06,Fulani Ethnic Militia (Nigeria),"On 17 March 2020, suspected Fulani militias attacked Kugosi and Kajari (Chikun LGA, Kaduna) and killed 3 residents. Fatalities split between 2 events."
olmo2:7b,NIG17898,P,P,0.9,"{""P"": 0.8, ""R"": 0.1}",,0.58,Protesters (Nigeria),"On 10 August 2020, commercial drivers operating between Eleme and Igbo-Etche LGAs took to the streets in Rivers State to protest against harassment and extortion by the police."
olmo2:7b,NIG31996,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.99,Military Forces of Nigeria (2023-),"On 20 July 2023, troops of Operation Hadarin Daji in collaboration with Civilian JTF operatives invaded the hideouts of Boko Haram [JAS faction] militants and engaged them in an armed clash at Bula Daloye, Bulongu Dina and Mairamiri Dina in Bama LGA (Borno). Eight militants were killed, others fled, women and children were rescued by the troops."
olmo2:7b,NIG37062,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.69,Protesters (Nigeria),"On 27 May 2024, Labor Party supporters who were against the party's national chairman protested at the party's national secretariat in Abuja (Abuja Municipal, FCT) to demand for his removal. About 20 suspected supporters of the chairman attacked the protesters."
olmo2:7b,NIG20932,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"On 3 June 2021, thousands of Urhobo youth led by the Urhobo Progress Union - Youth Wing shut down the Delta State Office of the Niger Delta Development Commission in Warri (Warri South LGA, Delta) in a demonstration against the president's refusal to constitute a new board for the Commission."
olmo2:7b,NIG30546,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.0}",,1.06,Unidentified Armed Group (Nigeria),"On 9 March 2023, an unidentified armed group abducted the Taraba state chairman of CCSON from his residence at Magami (Jalingo, Taraba). The abductors demanded for a ransom of 100 million naira and later reduced it to 25 million."
olmo2:7b,NIG29675,R,V,0.99,"{""V"": 0.99, ""B"": 0, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",,0.91,Rioters (Nigeria),"On 20 January 2023, a mob of 3 beat up and killed a commercial motorcyclist at Kobongbogboe area of Oshogbo (Osogbo, Osun). The victim sustained injuries and died at a hospital the following morning. The victim was attacked after he demanded payment for the service he rendered to the assailants."
olmo2:7b,NIG37598,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"On 9 July 2024, SSANU and NASU members from the Federal University Lokoja chapter protested on the university's campus in Felele, Lokoja (Lokoja, Kogi) to demand for the release of their withheld salaries by the federal government and the implementation of their outstanding demands. The protesters locked all the gates of the institution."
olmo2:7b,NIG24877,V,V,0.99,"{""V"": 0.99, ""B"": 0, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",,0.92,Unidentified Armed Group (Nigeria),"On 17 May 2022, armed individuals attacked the house of the Ikwo Local Government Chairman at Ekpa Omaka (Ikwo, Ebonyi) and killed four person. Three of the victims were relatives of the chairman who was not at home at the time, the fourth person was the gate keeper, the assailants set the house ablaze. The Chairman's life had been under threat since he assumed office and there had been attempts to burn his house on several occasions but were prevented by security operatives."
olmo2:7b,NIG29822,R,P,0.8,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,1.0,Rioters (Nigeria),"On 2 February 2023, students of University of Benin clashed with soldiers at the university's main campus in Ugbowo (Egor, Edo) following the students' resistance to soldiers' attempt to jump queue at an ATM and assault a student who they assumed was filming them. The soldiers returned later on the same day for a reprisal and attacked civilians [coded separately]."
olmo2:7b,NIG32510,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.93,Military Forces of Nigeria (2023-),"On 12 August 2023, Nigerian troops and presumed ISWAP/ Boko Haram militants engaged in an armed clash in the vicinity of Kawuri (Konduga, Borno). Casualties are unknown."
olmo2:7b,NIG23941,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"On 28 February 2022, youths from Kutigi town and neighboring communities protested and blocked the road linking Bida and Kutigi (Lavun, Niger). The protest was over the lack of prompt response by security agents and stake holders to protect the locals during an attack by militiamen a few days before."
olmo2:7b,NIG34842,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,1.36,Military Forces of Nigeria (2023-),"On 6 February 2024, soldiers attacked policemen at their camp in Sabon Gari area of Mangu (Mangu, Plateau). An unspecified number of policemen were wounded, and they claimed that the attack was unprovoked."
olmo2:7b,NIG17481,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.93,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 21 June 2020, Boko Haram attacked an IDP camp in Maiduguri (Maiduguri LGA, Borno) and were repelled by Nigerian Armed Forces. No fatalities and/or injuries reported."
olmo2:7b,NIG25204,S,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.58,Bassa Kwomu Communal Militia (Nigeria),"Property destruction: On 9 June 2022, Bassa Kwomu militiamen set eight houses ablaze including the palace of the traditional ruler when they invaded Mozum (Bassa, Kogi). The militiamen were suspected to have been hired from Agatu in Benue state, the attack was a reprisal for the murder of a palm wine tapper [coded separately]."
